ENSGid	gene_name
ENSG00000161929.10	SCIMP
ENSG00000110583.8	NAA40
ENSG00000131737.5	KRT34
ENSG00000105726.12	ATP13A1
ENSG00000113430.5	IRX4
ENSG00000213626.7	LBH
ENSG00000000457.9	SCYL3
ENSG00000113716.8	HMGXB3
ENSG00000002834.13	LASP1
ENSG00000182118.5	FAM89A
ENSG00000141956.9	PRDM15
ENSG00000214135.4	AC024560.3
ENSG00000269990.1	CTD-3074O7.12
ENSG00000198720.8	ANKRD13B
ENSG00000184949.11	FAM227A
ENSG00000244733.4	RP11-506M13.3
ENSG00000203843.3	PFN1P2
ENSG00000178187.3	ZNF454
ENSG00000188493.10	C19orf54
ENSG00000181555.15	SETD2
ENSG00000115365.7	LANCL1
ENSG00000135093.8	USP30
ENSG00000151692.10	RNF144A
ENSG00000138303.13	ASCC1
ENSG00000176933.4	TOB2P1
ENSG00000255198.3	SNHG9
ENSG00000110619.12	CARS
ENSG00000118402.5	ELOVL4
ENSG00000106034.13	CPED1
ENSG00000100592.11	DAAM1
ENSG00000105854.8	PON2
ENSG00000182512.4	GLRX5
ENSG00000027847.9	B4GALT7
ENSG00000153157.8	SYCP2L
ENSG00000180610.9	ZBTB12P1
ENSG00000146001.4	PCDHB18
ENSG00000135424.11	ITGA7
ENSG00000132740.4	IGHMBP2
ENSG00000270433.1	RP11-124D2.7
ENSG00000161405.12	IKZF3
ENSG00000068028.13	RASSF1
ENSG00000151883.12	PARP8
ENSG00000267454.1	ZNF582-AS1
ENSG00000226965.1	AC003088.1
ENSG00000137076.14	TLN1
ENSG00000232202.1	AC098824.6
ENSG00000169122.7	FAM110B
ENSG00000213066.7	FGFR1OP
ENSG00000144815.10	NXPE3
ENSG00000112186.7	CAP2
ENSG00000077063.6	CTTNBP2
ENSG00000171631.10	P2RY6
ENSG00000183520.7	UTP11L
ENSG00000176153.10	GPX2
ENSG00000141971.8	MVB12A
ENSG00000104714.9	ERICH1
ENSG00000204650.9	CRHR1-IT1
ENSG00000259207.3	ITGB3
ENSG00000243697.1	RP11-463O9.1
ENSG00000226855.1	RP11-350G8.3
ENSG00000224956.5	RP11-206L10.1
ENSG00000246596.2	RP11-1277A3.2
ENSG00000226592.1	AC004911.2
ENSG00000112149.5	CD83
ENSG00000115241.9	PPM1G
ENSG00000106823.8	ECM2
ENSG00000075131.5	TIPIN
ENSG00000255874.1	LINC00346
ENSG00000178226.6	PRSS36
ENSG00000182150.11	ERCC6L2
ENSG00000148824.14	MTG1
ENSG00000205746.5	RP11-1212A22.1
ENSG00000262877.3	RP11-1055B8.4
ENSG00000186301.7	MST1P2
ENSG00000172780.12	RAB43
ENSG00000167186.6	COQ7
ENSG00000215883.5	CYB5RL
ENSG00000125885.9	MCM8
ENSG00000196975.10	ANXA4
ENSG00000073921.13	PICALM
ENSG00000089639.6	GMIP
ENSG00000006607.9	FARP2
ENSG00000197816.9	CCDC180
ENSG00000228653.2	HNRNPCP7
ENSG00000117697.10	NSL1
ENSG00000147724.7	FAM135B
ENSG00000231611.1	AP006216.11
ENSG00000182048.7	TRPC2
ENSG00000184139.8	RPL7AP28
ENSG00000116017.6	ARID3A
ENSG00000183682.7	BMP8A
ENSG00000092931.7	MFSD11
ENSG00000172987.8	HPSE2
ENSG00000174177.8	CTU2
ENSG00000139651.9	ZNF740
ENSG00000134255.9	CEPT1
ENSG00000240163.1	RP11-745A24.1
ENSG00000144043.7	TEX261
ENSG00000260230.2	FRRS1L
ENSG00000011523.9	CEP68
ENSG00000003137.4	CYP26B1
ENSG00000186567.8	CEACAM19
ENSG00000260805.1	RP11-61J19.4
ENSG00000204301.5	NOTCH4
ENSG00000110203.4	FOLR3
ENSG00000151025.9	GPR158
ENSG00000141959.12	PFKL
ENSG00000107404.13	DVL1
ENSG00000124302.8	CHST8
ENSG00000107771.11	CCSER2
ENSG00000212643.1	ZRSR1
ENSG00000148335.10	NTMT1
ENSG00000018408.10	WWTR1
ENSG00000175426.6	PCSK1
ENSG00000075234.12	TTC38
ENSG00000108387.10	SEPT4
ENSG00000256210.2	AC005255.3
ENSG00000145569.5	FAM105A
ENSG00000177465.4	ACOT4
ENSG00000197847.8	SLC22A20
ENSG00000237212.1	RP11-569G13.2
ENSG00000172460.10	PRSS30P
ENSG00000225783.2	MIAT
ENSG00000105695.10	MAG
ENSG00000178966.11	RMI1
ENSG00000162994.11	CLHC1
ENSG00000186642.11	PDE2A
ENSG00000272523.1	LINC01023
ENSG00000273257.1	RP11-177J6.1
ENSG00000120693.9	SMAD9
ENSG00000171735.14	CAMTA1
ENSG00000226742.3	HSBP1L1
ENSG00000168724.10	DNAJC21
ENSG00000180771.10	SRSF8
ENSG00000173391.4	OLR1
ENSG00000271743.1	CTD-2541M15.3
ENSG00000170260.4	ZNF212
ENSG00000204965.4	PCDHA5
ENSG00000105669.8	COPE
ENSG00000143147.10	GPR161
ENSG00000099866.10	MADCAM1
ENSG00000137440.3	FGFBP1
ENSG00000107897.14	ACBD5
ENSG00000120555.9	SEPT7P9
ENSG00000272369.1	RP11-446N19.1
ENSG00000151693.5	ASAP2
ENSG00000129103.13	SUMF2
ENSG00000111678.6	C12orf57
ENSG00000243251.4	PGBD3
ENSG00000233081.1	RP11-440G5.2
ENSG00000102934.5	PLLP
ENSG00000064886.9	CHI3L2
ENSG00000213171.2	LINGO4
ENSG00000267505.1	CTC-296K1.3
ENSG00000160785.9	SLC25A44
ENSG00000267594.5	CYP4F24P
ENSG00000138175.8	ARL3
ENSG00000186976.10	EFCAB6
ENSG00000235505.3	RP11-693N9.2
ENSG00000169026.8	MFSD7
ENSG00000162545.5	CAMK2N1
ENSG00000125901.5	MRPS26
ENSG00000132274.11	TRIM22
ENSG00000224003.1	CTA-407F11.6
ENSG00000112742.5	TTK
ENSG00000197969.7	VPS13A
ENSG00000129277.9	CCL4
ENSG00000136014.7	USP44
ENSG00000164346.5	NSA2
ENSG00000163659.8	TIPARP
ENSG00000125485.13	DDX31
ENSG00000112852.4	PCDHB2
ENSG00000150967.13	ABCB9
ENSG00000167281.14	RBFOX3
ENSG00000067715.9	SYT1
ENSG00000109756.4	RAPGEF2
ENSG00000112357.8	PEX7
ENSG00000203871.4	C6orf164
ENSG00000069943.5	PIGB
ENSG00000268869.1	ESPNP
ENSG00000132436.7	FIGNL1
ENSG00000163875.11	MEAF6
ENSG00000127952.12	STYXL1
ENSG00000227051.4	C14orf132
ENSG00000124116.14	WFDC3
ENSG00000165501.12	LRR1
ENSG00000104774.8	MAN2B1
ENSG00000138207.8	RBP4
ENSG00000187605.11	TET3
ENSG00000173890.12	GPR160
ENSG00000198780.7	FAM169A
ENSG00000185920.11	PTCH1
ENSG00000231464.1	AC024937.4
ENSG00000269973.1	RP11-95D17.1
ENSG00000151640.8	DPYSL4
ENSG00000183977.9	PP2D1
ENSG00000174106.2	LEMD3
ENSG00000268205.1	CTC-444N24.11
ENSG00000077147.10	TM9SF3
ENSG00000023228.9	NDUFS1
ENSG00000168634.4	WFDC13
ENSG00000229645.4	LINC00341
ENSG00000126214.16	KLC1
ENSG00000182004.8	SNRPE
ENSG00000106258.9	CYP3A5
ENSG00000256287.1	RP11-664H17.1
ENSG00000167861.11	HID1
ENSG00000198026.6	ZNF335
ENSG00000184811.3	TUSC5
ENSG00000139908.10	TSSK4
ENSG00000109084.9	TMEM97
ENSG00000188897.4	CTD-3088G3.8
ENSG00000240445.3	FOXO3B
ENSG00000091140.8	DLD
ENSG00000128928.4	IVD
ENSG00000133818.8	RRAS2
ENSG00000179299.12	NSUN7
ENSG00000255284.1	AP006621.5
ENSG00000108561.4	C1QBP
ENSG00000158555.10	GDPD5
ENSG00000116678.14	LEPR
ENSG00000169418.9	NPR1
ENSG00000185904.7	LINC00839
ENSG00000147955.12	SIGMAR1
ENSG00000245812.2	RP11-175K6.1
ENSG00000163521.11	GLB1L
ENSG00000168405.10	CMAHP
ENSG00000100376.7	FAM118A
ENSG00000249459.4	ZNF286B
ENSG00000147408.10	CSGALNACT1
ENSG00000177025.3	C19orf18
ENSG00000254810.1	RP11-672A2.4
ENSG00000223891.1	OSER1-AS1
ENSG00000223878.1	AC005517.3
ENSG00000258289.3	CHURC1
ENSG00000142937.7	RPS8
ENSG00000140319.6	SRP14
ENSG00000104518.6	GSDMD
ENSG00000091947.5	TMEM101
ENSG00000108947.4	EFNB3
ENSG00000250620.1	RP11-91J3.3
ENSG00000225921.2	NOL7
ENSG00000205057.3	CLLU1OS
ENSG00000175564.8	UCP3
ENSG00000261824.2	LINC00662
ENSG00000196735.7	HLA-DQA1
ENSG00000135541.16	AHI1
ENSG00000135845.5	PIGC
ENSG00000205485.9	AC004980.7
ENSG00000224577.1	AC017048.4
ENSG00000060749.10	QSER1
ENSG00000124003.9	MOGAT1
ENSG00000175711.4	B3GNTL1
ENSG00000148834.8	GSTO1
ENSG00000180089.4	TMEM86B
ENSG00000163902.7	RPN1
ENSG00000213930.7	GALT
ENSG00000221933.2	OR2A25
ENSG00000256204.1	RP11-243M5.1
ENSG00000265798.2	RP11-271K11.5
ENSG00000167034.9	NKX3-1
ENSG00000179598.5	PLD6
ENSG00000130255.8	RPL36
ENSG00000244306.5	CTD-2314B22.3
ENSG00000166896.3	XRCC6BP1
ENSG00000111361.8	EIF2B1
ENSG00000235859.4	AC006978.6
ENSG00000182674.5	KCNB2
ENSG00000150593.11	PDCD4
ENSG00000239704.6	CDRT4
ENSG00000103248.13	MTHFSD
ENSG00000164002.7	EXO5
ENSG00000165730.10	STOX1
ENSG00000039139.9	DNAH5
ENSG00000235978.2	AC018816.3
ENSG00000162461.7	SLC25A34
ENSG00000103174.7	NAGPA
ENSG00000143942.4	CHAC2
ENSG00000214102.3	WEE2
ENSG00000130414.7	NDUFA10
ENSG00000205108.5	FAM205A
ENSG00000264868.1	CTB-167B5.2
ENSG00000248712.3	CCDC153
ENSG00000204161.9	C10orf128
ENSG00000174780.11	SRP72
ENSG00000143162.7	CREG1
ENSG00000170581.9	STAT2
ENSG00000158769.13	F11R
ENSG00000136682.10	CBWD2
ENSG00000213689.5	TREX1
ENSG00000197140.10	ADAM32
ENSG00000162384.9	C1orf123
ENSG00000095787.17	WAC
ENSG00000138678.6	AGPAT9
ENSG00000240053.8	LY6G5B
ENSG00000271623.1	RP11-435I10.5
ENSG00000183748.4	MRC1L1
ENSG00000231943.3	RP11-395L14.4
ENSG00000205047.3	FLJ00104
ENSG00000258181.1	RP11-493L12.4
ENSG00000111203.7	ITFG2
ENSG00000132386.6	SERPINF1
ENSG00000257259.1	RP11-767I20.1
ENSG00000151176.3	PLBD2
ENSG00000127415.8	IDUA
ENSG00000213965.3	NUDT19
ENSG00000261039.1	RP11-417E7.2
ENSG00000230092.3	RP11-206L10.8
ENSG00000269949.1	RP11-738E22.3
ENSG00000134996.11	OSTF1
ENSG00000255250.1	CTD-2005H7.2
ENSG00000005238.15	FAM214B
ENSG00000085760.10	MTIF2
ENSG00000134899.13	ERCC5
ENSG00000181754.6	AMIGO1
ENSG00000170955.9	PRKCDBP
ENSG00000182534.9	MXRA7
ENSG00000132510.6	KDM6B
ENSG00000233393.1	AP000688.29
ENSG00000245060.2	LINC00847
ENSG00000162946.16	DISC1
ENSG00000243709.1	LEFTY1
ENSG00000153037.8	SRP19
ENSG00000237887.1	AC092839.1
ENSG00000213903.4	LTB4R
ENSG00000122477.8	LRRC39
ENSG00000174595.4	KLF14
ENSG00000149273.10	RPS3
ENSG00000219881.1	GAPDHP42
ENSG00000153786.8	ZDHHC7
ENSG00000130758.3	MAP3K10
ENSG00000154065.12	ANKRD29
ENSG00000163354.10	DCST2
ENSG00000167644.7	C19orf33
ENSG00000105519.8	CAPS
ENSG00000218027.2	RP11-157J24.1
ENSG00000225241.3	RP11-640M9.2
ENSG00000158483.11	FAM86C1
ENSG00000151388.6	ADAMTS12
ENSG00000188002.6	RP11-43F13.1
ENSG00000129422.9	MTUS1
ENSG00000159314.7	ARHGAP27
ENSG00000173409.9	ARV1
ENSG00000107643.11	MAPK8
ENSG00000104899.4	AMH
ENSG00000141219.11	C17orf80
ENSG00000163755.4	HPS3
ENSG00000242110.3	AMACR
ENSG00000165621.4	OXGR1
ENSG00000162039.10	MEIOB
ENSG00000063761.11	ADCK1
ENSG00000177971.7	IMP3
ENSG00000153832.7	FBXO36
ENSG00000232901.1	CYCSP10
ENSG00000143512.8	HHIPL2
ENSG00000125637.11	PSD4
ENSG00000253710.1	ALG11
ENSG00000137414.5	FAM8A1
ENSG00000243317.3	C7orf73
ENSG00000164237.4	CMBL
ENSG00000270638.1	RP3-466P17.1
ENSG00000123870.9	ZNF137P
ENSG00000172340.10	SUCLG2
ENSG00000176473.9	WDR25
ENSG00000183444.10	OR7E38P
ENSG00000171217.5	CLDN20
ENSG00000114988.7	LMAN2L
ENSG00000138792.5	ENPEP
ENSG00000131778.13	CHD1L
ENSG00000203546.3	RP11-176H8.1
ENSG00000229352.1	AC007563.3
ENSG00000214309.3	MBLAC1
ENSG00000169258.6	GPRIN1
ENSG00000002933.3	TMEM176A
ENSG00000169612.3	FAM103A1
ENSG00000205659.6	LIN52
ENSG00000146556.10	WASH2P
ENSG00000176268.5	CYCSP34
ENSG00000161714.7	PLCD3
ENSG00000154760.9	SLFN13
ENSG00000267575.2	CTC-459F4.3
ENSG00000170954.7	ZNF415
ENSG00000172554.7	SNTG2
ENSG00000235314.1	LINC00957
ENSG00000257008.2	GPR142
ENSG00000124659.5	TBCC
ENSG00000203805.6	PPAPDC1A
ENSG00000271605.1	MILR1
ENSG00000187630.10	DHRS4L2
ENSG00000213753.6	RPL23AP79
ENSG00000270164.1	AC006129.4
ENSG00000137752.18	CASP1
ENSG00000203326.5	ZNF525
ENSG00000153391.11	INO80C
ENSG00000182319.5	SGK223
ENSG00000129933.16	MAU2
ENSG00000256238.1	RP11-473N11.2
ENSG00000253678.1	RP11-981G7.3
ENSG00000178694.5	NSUN3
ENSG00000122783.12	C7orf49
ENSG00000086848.10	ALG9
ENSG00000181126.9	HLA-V
ENSG00000135387.15	CAPRIN1
ENSG00000180354.11	C7orf41
ENSG00000176716.3	OR10AB1P
ENSG00000100036.11	SLC35E4
ENSG00000260876.1	RP11-345M22.1
ENSG00000179097.4	HTR1F
ENSG00000164220.6	F2RL2
ENSG00000159692.11	CTBP1
ENSG00000114948.8	ADAM23
ENSG00000117477.8	CCDC181
ENSG00000177710.5	SLC35G5
ENSG00000166507.12	NDST2
ENSG00000111711.5	GOLT1B
ENSG00000254912.2	RP11-632K20.2
ENSG00000215244.2	RP11-563J2.2
ENSG00000160606.6	TLCD1
ENSG00000167202.7	TBC1D2B
ENSG00000214456.4	PLIN5
ENSG00000127980.11	PEX1
ENSG00000244094.1	SPRR2F
ENSG00000127554.12	GFER
ENSG00000235821.1	IFITM4P
ENSG00000156482.6	RPL30
ENSG00000176182.5	MYPOP
ENSG00000162591.11	MEGF6
ENSG00000135624.11	CCT7
ENSG00000111707.7	SUDS3
ENSG00000105559.7	PLEKHA4
ENSG00000077238.9	IL4R
ENSG00000119522.11	DENND1A
ENSG00000149485.12	FADS1
ENSG00000196805.6	SPRR2B
ENSG00000063438.12	AHRR
ENSG00000203737.2	GPR52
ENSG00000270071.1	AP001172.2
ENSG00000215012.4	C22orf29
ENSG00000160999.8	SH2B2
ENSG00000134313.10	KIDINS220
ENSG00000164099.3	PRSS12
ENSG00000249388.1	RP11-834C11.6
ENSG00000232450.1	RP4-730K3.3
ENSG00000272848.1	RP1-137D17.2
ENSG00000099308.6	MAST3
ENSG00000109927.5	TECTA
ENSG00000092607.9	TBX15
ENSG00000271715.1	CTD-2256P15.5
ENSG00000069764.5	PLA2G10
ENSG00000227578.1	RPS3AP53
ENSG00000124780.9	KCNK17
ENSG00000140598.9	EFTUD1
ENSG00000233633.1	AC093326.3
ENSG00000105866.9	SP4
ENSG00000162989.3	KCNJ3
ENSG00000255622.1	PCDHB17
ENSG00000145331.9	TRMT10A
ENSG00000164972.8	C9orf24
ENSG00000134532.11	SOX5
ENSG00000272456.1	CTD-2342N23.3
ENSG00000184545.6	DUSP8
ENSG00000006611.11	USH1C
ENSG00000270009.1	RP1-127C7.6
ENSG00000159685.6	CHCHD6
ENSG00000092201.5	SUPT16H
ENSG00000261672.1	RP11-475B2.1
ENSG00000100395.10	L3MBTL2
ENSG00000240747.3	KRBOX1
ENSG00000143379.8	SETDB1
ENSG00000175305.12	CCNE2
ENSG00000119938.8	PPP1R3C
ENSG00000254634.3	RP11-231C14.3
ENSG00000267534.1	S1PR2
ENSG00000119915.4	ELOVL3
ENSG00000233276.2	GPX1
ENSG00000215790.2	SLC35E2
ENSG00000182379.9	NXPH4
ENSG00000249631.1	RP11-281P23.2
ENSG00000272087.1	RP11-379F4.7
ENSG00000204001.5	LCN8
ENSG00000124067.12	SLC12A4
ENSG00000229222.1	KRT18P4
ENSG00000266912.1	CTC-325H20.2
ENSG00000204209.6	DAXX
ENSG00000188763.3	FZD9
ENSG00000256682.1	TAS2R12
ENSG00000255408.2	PCDHA3
ENSG00000181143.11	MUC16
ENSG00000267496.2	FAM215A
ENSG00000164935.2	DCSTAMP
ENSG00000128710.5	HOXD10
ENSG00000217165.1	ANKRD18EP
ENSG00000225422.3	RBMS1P1
ENSG00000139910.15	NOVA1
ENSG00000160917.10	CPSF4
ENSG00000174579.3	MSL2
ENSG00000227098.1	AC073636.1
ENSG00000112706.7	IMPG1
ENSG00000172071.7	EIF2AK3
ENSG00000267680.1	ZNF224
ENSG00000166908.13	PIP4K2C
ENSG00000107593.15	PKD2L1
ENSG00000129354.7	AP1M2
ENSG00000184995.6	IFNE
ENSG00000058335.11	RASGRF1
ENSG00000073754.5	CD5L
ENSG00000137845.10	ADAM10
ENSG00000269640.1	CTD-2521M24.9
ENSG00000245975.2	RP11-30K9.6
ENSG00000176956.8	LY6H
ENSG00000254054.2	RP11-156K13.3
ENSG00000186300.7	ZNF555
ENSG00000243806.1	CTC-484P3.1
ENSG00000212743.1	DKFZP667F0711
ENSG00000249465.1	RBMXP4
ENSG00000125089.12	SH3TC1
ENSG00000159788.14	RGS12
ENSG00000144959.5	NCEH1
ENSG00000112212.7	TSPO2
ENSG00000197681.8	TBC1D3
ENSG00000272068.1	RP11-284F21.9
ENSG00000175920.11	DOK7
ENSG00000187550.4	SBK2
ENSG00000214491.4	SEC14L6
ENSG00000235687.4	LINC00993
ENSG00000118600.7	TMEM5
ENSG00000272403.1	RP1-93H18.7
ENSG00000237248.3	LINC00987
ENSG00000213612.3	FAM220CP
ENSG00000230710.1	LINC00332
ENSG00000185862.5	EVI2B
ENSG00000239887.3	C1orf226
ENSG00000204560.5	DHX16
ENSG00000134864.6	GGACT
ENSG00000203710.6	CR1
ENSG00000178607.11	ERN1
ENSG00000108671.5	PSMD11
ENSG00000183798.4	EMILIN3
ENSG00000082684.10	SEMA5B
ENSG00000142606.11	MMEL1
ENSG00000196352.9	CD55
ENSG00000177694.10	NAALADL2
ENSG00000142319.14	SLC6A3
ENSG00000224081.3	LINC01057
ENSG00000075461.5	CACNG4
ENSG00000236319.2	CTD-2033D24.2
ENSG00000197043.9	ANXA6
ENSG00000239473.1	RP1-170B16.1
ENSG00000075073.10	TACR2
ENSG00000124788.13	ATXN1
ENSG00000136193.12	SCRN1
ENSG00000228623.2	ZNF883
ENSG00000172264.12	MACROD2
ENSG00000181458.6	TMEM45A
ENSG00000225746.4	AL132709.5
ENSG00000213149.3	CNN2P9
ENSG00000230869.1	CTGLF10P
ENSG00000179021.5	C3orf38
ENSG00000141736.9	ERBB2
ENSG00000133030.15	MPRIP
ENSG00000114349.5	GNAT1
ENSG00000213088.5	DARC
ENSG00000170903.6	MSANTD4
ENSG00000170854.13	MINA
ENSG00000159596.6	TMEM69
ENSG00000167232.9	ZNF91
ENSG00000151461.15	UPF2
ENSG00000156860.11	FBRS
ENSG00000170035.11	UBE2E3
ENSG00000205177.5	C11orf91
ENSG00000249365.1	RP11-508M8.1
ENSG00000167272.6	POP5
ENSG00000168781.17	PPIP5K1
ENSG00000083223.13	ZCCHC6
ENSG00000147535.12	PPAPDC1B
ENSG00000236501.1	AC079305.11
ENSG00000143797.7	MBOAT2
ENSG00000163751.3	CPA3
ENSG00000262497.1	AC002128.4
ENSG00000181778.4	TMEM252
ENSG00000165084.11	C8orf34
ENSG00000156599.6	ZDHHC5
ENSG00000140479.12	PCSK6
ENSG00000180176.10	TH
ENSG00000165409.11	TSHR
ENSG00000143333.6	RGS16
ENSG00000271359.1	RP11-84C13.1
ENSG00000100865.10	CINP
ENSG00000108797.7	CNTNAP1
ENSG00000110011.9	DNAJC4
ENSG00000174255.5	ZNF80
ENSG00000007933.8	FMO3
ENSG00000198342.5	ZNF442
ENSG00000188315.3	C3orf62
ENSG00000255557.1	RP11-770G2.2
ENSG00000261712.1	RP11-358L4.1
ENSG00000214706.6	IFRD2
ENSG00000272690.1	RP11-803B1.8
ENSG00000171608.11	PIK3CD
ENSG00000158220.9	ESYT3
ENSG00000163449.6	TMEM169
ENSG00000173442.7	EHBP1L1
ENSG00000227921.1	AL353791.1
ENSG00000111271.10	ACAD10
ENSG00000095261.9	PSMD5
ENSG00000165138.12	ANKS6
ENSG00000185033.10	SEMA4B
ENSG00000185946.11	RNPC3
ENSG00000145495.10	MARCH6
ENSG00000162433.10	AK4
ENSG00000038210.9	PI4K2B
ENSG00000269345.1	VN1R85P
ENSG00000263470.1	RP11-160O5.1
ENSG00000100228.8	RAB36
ENSG00000268162.1	HBCBP
ENSG00000184254.12	ALDH1A3
ENSG00000239839.1	DEFA3
ENSG00000188729.2	OSTN
ENSG00000239268.2	RP11-384F7.2
ENSG00000169231.9	THBS3
ENSG00000128654.9	MTX2
ENSG00000148483.7	TMEM236
ENSG00000267346.1	EIF5AP3
ENSG00000173727.7	AP000769.1
ENSG00000144741.13	SLC25A26
ENSG00000137731.9	FXYD2
ENSG00000162910.14	MRPL55
ENSG00000145358.2	DDIT4L
ENSG00000119638.8	NEK9
ENSG00000149115.9	TNKS1BP1
ENSG00000155760.1	FZD7
ENSG00000149761.4	NUDT22
ENSG00000235408.2	SNORA71B
ENSG00000172270.14	BSG
ENSG00000132128.12	LRRC41
ENSG00000198182.8	ZNF607
ENSG00000177542.6	SLC25A22
ENSG00000170185.5	USP38
ENSG00000270248.1	CTC-471J1.10
ENSG00000170522.5	ELOVL6
ENSG00000153029.10	MR1
ENSG00000174599.4	TRAM1L1
ENSG00000177707.6	PVRL3
ENSG00000248300.1	RP11-74M11.2
ENSG00000142627.9	EPHA2
ENSG00000189283.5	FHIT
ENSG00000196268.7	ZNF493
ENSG00000249931.3	GOLGA8K
ENSG00000187140.4	FOXD3
ENSG00000253704.1	RP11-267M23.4
ENSG00000238145.2	RP11-346M5.1
ENSG00000255595.1	RP4-809F18.1
ENSG00000141552.13	ANAPC11
ENSG00000272002.1	RP11-557L19.1
ENSG00000230712.2	AP000354.4
ENSG00000198162.8	MAN1A2
ENSG00000172171.6	TEFM
ENSG00000205038.7	PKHD1L1
ENSG00000109466.9	KLHL2
ENSG00000164221.8	CCDC112
ENSG00000180543.3	TSPYL5
ENSG00000116580.14	GON4L
ENSG00000116898.7	MRPS15
ENSG00000140451.8	PIF1
ENSG00000167553.10	TUBA1C
ENSG00000126456.11	IRF3
ENSG00000185347.13	C14orf80
ENSG00000083807.5	SLC27A5
ENSG00000139641.8	ESYT1
ENSG00000131015.4	ULBP2
ENSG00000205356.5	TECPR1
ENSG00000164172.14	MOCS2
ENSG00000198265.7	HELZ
ENSG00000169554.12	ZEB2
ENSG00000213578.4	CPLX3
ENSG00000106070.13	GRB10
ENSG00000227799.1	AC012358.4
ENSG00000182050.9	MGAT4C
ENSG00000163009.4	C2orf48
ENSG00000269175.1	AC093157.1
ENSG00000163159.7	VPS72
ENSG00000101265.11	RASSF2
ENSG00000136011.10	STAB2
ENSG00000258546.1	RP11-713N11.3
ENSG00000161609.5	CCDC155
ENSG00000198538.6	ZNF28
ENSG00000060558.3	GNA15
ENSG00000184106.4	TREML3P
ENSG00000100991.7	TRPC4AP
ENSG00000090863.7	GLG1
ENSG00000121210.11	KIAA0922
ENSG00000189367.10	KIAA0408
ENSG00000132207.13	SLX1A
ENSG00000232098.2	CTD-2619J13.14
ENSG00000169599.8	NFU1
ENSG00000186081.7	KRT5
ENSG00000129455.11	KLK8
ENSG00000259548.1	RP11-38G5.2
ENSG00000068885.10	IFT80
ENSG00000171408.9	PDE7B
ENSG00000123838.6	C4BPA
ENSG00000260454.1	RP11-367F23.2
ENSG00000148700.9	ADD3
ENSG00000125657.3	TNFSF9
ENSG00000086288.7	NME8
ENSG00000170298.11	LGALS9B
ENSG00000013016.10	EHD3
ENSG00000180818.4	HOXC10
ENSG00000132823.6	OSER1
ENSG00000266932.1	AC006116.13
ENSG00000121766.10	ZCCHC17
ENSG00000170369.3	CST2
ENSG00000163328.9	GPR155
ENSG00000175938.6	ORAI3
ENSG00000229757.2	RP4-738P11.4
ENSG00000243452.3	NBPF15
ENSG00000273079.1	GRIN2B
ENSG00000147650.7	LRP12
ENSG00000232431.3	RP11-578F21.10
ENSG00000214029.3	ZNF891
ENSG00000235472.1	EIF4A1P7
ENSG00000142731.6	PLK4
ENSG00000143149.8	ALDH9A1
ENSG00000130511.11	SSBP4
ENSG00000143878.8	RHOB
ENSG00000142694.6	EVA1B
ENSG00000183155.4	RABIF
ENSG00000075945.8	KIFAP3
ENSG00000204219.5	TCEA3
ENSG00000228140.1	RP3-467K16.4
ENSG00000165997.4	ARL5B
ENSG00000170162.9	VGLL2
ENSG00000214338.6	SOGA3
ENSG00000259656.1	RP11-325E5.1
ENSG00000135749.14	PCNXL2
ENSG00000126777.13	KTN1
ENSG00000188095.3	MESP2
ENSG00000133275.11	CSNK1G2
ENSG00000144476.5	ACKR3
ENSG00000175879.7	HOXD8
ENSG00000205212.3	CCDC144NL
ENSG00000123977.5	DAW1
ENSG00000159399.5	HK2
ENSG00000008130.11	NADK
ENSG00000089486.12	CDIP1
ENSG00000108176.10	DNAJC12
ENSG00000224631.3	RP11-51O6.1
ENSG00000183684.6	ALYREF
ENSG00000198028.3	ZNF560
ENSG00000102786.10	INTS6
ENSG00000151923.13	TIAL1
ENSG00000217801.5	RP11-465B22.3
ENSG00000258711.2	RP11-218E20.3
ENSG00000242163.1	RP11-299L17.1
ENSG00000257763.1	OR5BK1P
ENSG00000118263.10	KLF7
ENSG00000107104.14	KANK1
ENSG00000132975.6	GPR12
ENSG00000018510.8	AGPS
ENSG00000250966.2	RP11-402J6.3
ENSG00000075420.8	FNDC3B
ENSG00000157064.6	NMNAT2
ENSG00000111452.8	GPR133
ENSG00000124444.11	ZNF576
ENSG00000159259.7	CHAF1B
ENSG00000124159.11	MATN4
ENSG00000271736.1	RP11-85G21.3
ENSG00000235308.1	RP11-82K18.2
ENSG00000067955.9	CBFB
ENSG00000166428.8	PLD4
ENSG00000166401.9	SERPINB8
ENSG00000236780.1	AC078941.1
ENSG00000087116.9	ADAMTS2
ENSG00000088881.16	EBF4
ENSG00000236056.1	GAPDHP14
ENSG00000159708.13	LRRC36
ENSG00000249755.2	RP11-466G12.2
ENSG00000255875.2	CTD-2102P23.1
ENSG00000229268.1	PES1P2
ENSG00000128052.8	KDR
ENSG00000160888.6	IER2
ENSG00000182196.9	ARL6IP4
ENSG00000198937.8	CCDC167
ENSG00000006530.11	AGK
ENSG00000173641.13	HSPB7
ENSG00000181195.6	PENK
ENSG00000130227.12	XPO7
ENSG00000008283.11	CYB561
ENSG00000255042.1	RP11-347H15.5
ENSG00000271755.1	RP1-153G14.4
ENSG00000186868.11	MAPT
ENSG00000226542.1	AC114814.4
ENSG00000173715.11	C11orf80
ENSG00000213023.5	SYT3
