ENSGid	gene_name
ENSG00000237520.1	RP11-443B7.2
ENSG00000170819.4	BFSP2
ENSG00000245522.2	RP11-540A21.2
ENSG00000173545.4	ZNF622
ENSG00000226233.1	RP1-151B14.9
ENSG00000213231.8	TCL1B
ENSG00000189089.4	RIMKLBP1
ENSG00000256030.1	CBX3P4
ENSG00000243276.1	RP11-384F7.1
ENSG00000265095.1	FTLP12
ENSG00000140464.15	PML
ENSG00000225513.1	RP11-165N19.2
ENSG00000249633.1	OR52V1P
ENSG00000188092.10	GPR89B
ENSG00000183022.5	TPM3P8
ENSG00000228889.2	UBAC2-AS1
ENSG00000234107.1	TPT1P1
ENSG00000082512.10	TRAF5
ENSG00000146463.7	ZMYM4
ENSG00000185156.4	MFSD6L
ENSG00000179362.10	HMGN2P46
ENSG00000213058.3	RP4-765C7.2
ENSG00000233610.1	LINC00462
ENSG00000005100.8	DHX33
ENSG00000170631.10	ZNF16
ENSG00000205089.3	CCNI2
ENSG00000226004.1	RP11-10J5.1
ENSG00000213309.3	RPL9P18
ENSG00000152939.10	MARVELD2
ENSG00000186395.6	KRT10
ENSG00000236946.2	HNRNPA1P70
ENSG00000270878.1	CTD-2302E22.5
ENSG00000234337.3	RP11-297L17.6
ENSG00000170006.7	TMEM154
ENSG00000173077.10	DEC1
ENSG00000108262.11	GIT1
ENSG00000160714.5	UBE2Q1
ENSG00000138613.9	APH1B
ENSG00000160193.7	WDR4
ENSG00000257127.2	CLLU1
ENSG00000227321.2	MTND4P15
ENSG00000236800.1	RP11-534L6.2
ENSG00000219553.2	RP1-281H8.3
ENSG00000268838.1	AC027228.1
ENSG00000185480.7	PARPBP
ENSG00000065427.10	KARS
ENSG00000149591.12	TAGLN
ENSG00000256704.2	SDCCAG3P1
ENSG00000253929.1	RP11-382A18.2
ENSG00000115239.17	GPR75-ASB3
ENSG00000135069.9	PSAT1
ENSG00000224559.2	LINC01087
ENSG00000064961.14	HMG20B
ENSG00000143337.14	TOR1AIP1
ENSG00000259328.1	RP11-152F13.7
ENSG00000267430.1	RP11-635N19.2
ENSG00000234285.1	GAPDHP49
ENSG00000230628.1	RP4-781K5.6
ENSG00000231468.2	PRDX3P2
ENSG00000184697.6	CLDN6
ENSG00000213071.6	LPAL2
ENSG00000270981.1	RP11-550I24.3
ENSG00000258952.1	RP11-1042B17.5
ENSG00000169991.6	IFFO2
ENSG00000217769.4	RP11-76H14.2
ENSG00000204264.4	PSMB8
ENSG00000231298.2	LINC00704
ENSG00000226359.1	AC055811.5
ENSG00000188483.6	IER5L
ENSG00000205940.7	HSP90AB2P
ENSG00000223443.2	USP17L2
ENSG00000179010.10	MRFAP1
ENSG00000238107.1	RP11-495P10.5
ENSG00000088726.11	TMEM40
ENSG00000198612.6	COPS8
ENSG00000178401.10	DNAJC22
ENSG00000231987.1	RP5-898J17.1
ENSG00000270141.2	TERC
ENSG00000256124.1	RP11-84E24.3
ENSG00000260456.2	C16orf95
ENSG00000167371.12	PRRT2
ENSG00000137221.10	TJAP1
ENSG00000242221.4	PSG2
ENSG00000108256.4	NUFIP2
ENSG00000074621.9	SLC24A1
ENSG00000151466.7	SCLT1
ENSG00000246430.2	LINC00968
ENSG00000121743.3	GJA3
ENSG00000109705.7	NKX3-2
ENSG00000181409.7	AATK
ENSG00000203630.3	AL136531.1
ENSG00000254535.2	PABPC4L
ENSG00000187801.10	ZFP69B
ENSG00000112246.5	SIM1
ENSG00000134294.9	SLC38A2
ENSG00000109272.3	PF4V1
ENSG00000231131.2	RP11-346D6.6
ENSG00000113575.5	PPP2CA
ENSG00000144674.12	GOLGA4
ENSG00000255363.1	RP11-672A2.5
ENSG00000234371.5	RP11-315J22.5
ENSG00000116459.6	ATP5F1
ENSG00000142227.6	EMP3
ENSG00000162972.6	C2orf47
ENSG00000128203.6	ASPHD2
ENSG00000117616.13	C1orf63
ENSG00000272791.1	RP11-464F9.22
ENSG00000114923.12	SLC4A3
ENSG00000168175.10	MAPK1IP1L
ENSG00000248975.2	CTD-2251F13.1
ENSG00000260078.3	RP11-44F14.1
ENSG00000159184.7	HOXB13
ENSG00000237797.1	RP11-472N13.3
ENSG00000271992.1	RP11-42O15.3
ENSG00000169213.6	RAB3B
ENSG00000241923.2	RP11-425I13.1
ENSG00000082497.7	SERTAD4
ENSG00000177105.9	RHOG
ENSG00000132773.7	TOE1
ENSG00000110696.5	C11orf58
ENSG00000212722.6	KRTAP4-9
ENSG00000218358.2	RAET1K
ENSG00000203995.5	ZYG11A
ENSG00000166482.7	MFAP4
ENSG00000261528.2	AC002400.1
ENSG00000164023.10	SGMS2
ENSG00000267456.2	RP11-49I11.3
ENSG00000162522.6	KIAA1522
ENSG00000165874.8	FAM35BP
ENSG00000228626.1	RP11-495P10.9
ENSG00000188306.6	LRRIQ4
ENSG00000168802.8	CHTF8
ENSG00000130558.14	OLFM1
ENSG00000183668.13	PSG9
ENSG00000267404.1	RP11-49I11.2
ENSG00000064199.2	SPA17
ENSG00000102471.9	NDFIP2
ENSG00000060718.14	COL11A1
ENSG00000136381.8	IREB2
ENSG00000158731.2	OR10J6P
ENSG00000223705.5	NSUN5P1
ENSG00000139173.5	TMEM117
ENSG00000260187.1	RP11-439I14.1
ENSG00000263105.1	RP11-95P2.3
ENSG00000205221.8	VIT
ENSG00000112576.8	CCND3
ENSG00000105583.5	WDR83OS
ENSG00000268950.1	AC114494.1
ENSG00000112305.10	SMAP1
ENSG00000260452.1	TPRKBP2
ENSG00000255479.1	RP11-672A2.6
ENSG00000214188.5	ST7-OT4
ENSG00000237949.1	LINC00844
ENSG00000185758.7	CLDN24
ENSG00000243953.1	RP11-439C8.2
ENSG00000108798.4	ABI3
ENSG00000140285.5	FGF7
ENSG00000117475.9	BLZF1
ENSG00000185359.8	HGS
ENSG00000260219.1	RP11-347C12.10
ENSG00000136003.11	ISCU
ENSG00000011405.9	PIK3C2A
ENSG00000198464.9	ZNF480
ENSG00000112081.12	SRSF3
ENSG00000149357.5	LAMTOR1
ENSG00000154721.10	JAM2
ENSG00000173402.7	DAG1
ENSG00000224881.1	AC068279.3
ENSG00000182261.3	NLRP10
ENSG00000175229.6	GAL3ST3
ENSG00000163884.3	KLF15
ENSG00000196549.6	MME
ENSG00000235812.4	ADAM21P1
ENSG00000186866.12	POFUT2
ENSG00000213030.4	CGB8
ENSG00000235293.1	AC114814.3
ENSG00000166396.8	SERPINB7
ENSG00000240489.1	SETP14
ENSG00000233077.1	RP11-290F20.2
ENSG00000116030.12	SUMO1
ENSG00000109680.6	TBC1D19
ENSG00000103449.7	SALL1
ENSG00000126545.9	CSN1S1
ENSG00000232679.1	RP11-400N13.3
ENSG00000197472.10	ZNF695
ENSG00000004399.8	PLXND1
ENSG00000215193.8	PEX26
ENSG00000179933.4	C14orf119
ENSG00000124181.10	PLCG1
ENSG00000180712.3	RP11-290F5.2
ENSG00000088451.6	TGDS
ENSG00000158966.9	CACHD1
ENSG00000253227.1	RP11-383J24.1
ENSG00000229298.1	TUBB8P1
ENSG00000250808.1	RP11-531A21.4
ENSG00000164379.4	FOXQ1
ENSG00000196411.5	EPHB4
ENSG00000244588.1	RAD21L1
ENSG00000214814.2	FER1L6
ENSG00000117479.8	SLC19A2
ENSG00000173040.8	EVC2
ENSG00000230683.1	DDTP1
ENSG00000123636.13	BAZ2B
ENSG00000224260.2	RP1-272L16.1
ENSG00000251216.1	RP11-161D15.3
ENSG00000213862.4	CTD-2270N23.1
ENSG00000248121.4	SMURF2P1
ENSG00000136834.2	OR1J1
ENSG00000243296.1	RP11-779P15.1
ENSG00000203724.6	C1orf53
ENSG00000152484.9	USP12
ENSG00000146592.12	CREB5
ENSG00000101222.8	SPEF1
ENSG00000103353.11	UBFD1
ENSG00000124224.12	PPP4R1L
ENSG00000154727.6	GABPA
ENSG00000007264.9	MATK
ENSG00000261557.1	EEF1A1P38
ENSG00000197308.4	GATA3-AS1
ENSG00000189334.4	S100A14
ENSG00000113300.7	CNOT6
ENSG00000148153.9	INIP
ENSG00000182944.13	EWSR1
ENSG00000267669.1	RP11-824M15.3
ENSG00000110442.7	COMMD9
ENSG00000112715.16	VEGFA
ENSG00000163399.11	ATP1A1
ENSG00000257900.2	RP11-454K7.1
ENSG00000225402.1	AC010878.3
ENSG00000233008.1	RP11-475O6.1
ENSG00000253767.1	PCDHGA8
ENSG00000230638.3	RP11-486B10.4
ENSG00000254166.1	RP11-255B23.4
ENSG00000133703.7	KRAS
ENSG00000215869.3	RP11-364B6.1
ENSG00000261089.1	RP11-435I10.3
ENSG00000101337.11	TM9SF4
ENSG00000250342.1	RP11-747H12.6
ENSG00000105369.5	CD79A
ENSG00000173926.5	MARCH3
ENSG00000176490.4	DIRAS1
ENSG00000235070.3	AC068138.1
ENSG00000163898.5	LIPH
ENSG00000141447.12	OSBPL1A
ENSG00000266313.1	RP11-173M1.4
ENSG00000189433.5	GJB4
ENSG00000118496.4	FBXO30
ENSG00000163012.3	ZSWIM2
ENSG00000198033.7	TUBA3C
ENSG00000080493.9	SLC4A4
ENSG00000205267.4	DGAT2L7P
ENSG00000119640.4	ACYP1
ENSG00000114541.10	FRMD4B
ENSG00000178732.4	GP5
ENSG00000120215.5	MLANA
ENSG00000163823.3	CCR1
ENSG00000213842.2	SUGT1P2
ENSG00000175121.7	WFDC5
ENSG00000114520.6	SNX4
ENSG00000141682.11	PMAIP1
ENSG00000125753.9	VASP
ENSG00000255992.1	RP11-417L19.4
ENSG00000175105.5	ZNF654
ENSG00000185432.10	METTL7A
ENSG00000143919.10	CAMKMT
ENSG00000244538.1	RP11-10G12.1
ENSG00000266928.1	CTB-70G10.1
ENSG00000141497.9	ZMYND15
ENSG00000149948.9	HMGA2
ENSG00000244281.1	RP11-564P9.1
ENSG00000236307.2	AC104651.1
ENSG00000249965.2	CDC42P4
ENSG00000143493.8	INTS7
ENSG00000174697.4	LEP
ENSG00000186493.7	C5orf38
ENSG00000229160.1	AC009229.6
ENSG00000205293.3	RP11-1112C15.1
ENSG00000168118.7	RAB4A
ENSG00000243989.3	ACY1
ENSG00000169118.11	CSNK1G1
ENSG00000222047.4	C10orf55
ENSG00000260046.1	RP11-454K7.3
ENSG00000140543.9	DET1
ENSG00000125434.6	SLC25A35
ENSG00000107341.4	UBE2R2
ENSG00000260360.1	RP11-533E19.5
ENSG00000224005.2	AC022400.1
ENSG00000096401.7	CDC5L
ENSG00000077097.9	TOP2B
ENSG00000101294.12	HM13
ENSG00000006047.8	YBX2
ENSG00000068724.11	TTC7A
ENSG00000249400.1	HMGB3P17
ENSG00000188636.3	LDOC1L
ENSG00000263812.1	LINC00908
ENSG00000249803.1	RP11-114H21.2
ENSG00000198153.7	ZNF849P
ENSG00000229647.1	AC007879.7
ENSG00000104435.9	STMN2
ENSG00000111305.14	GSG1
ENSG00000075914.8	EXOSC7
ENSG00000214803.3	RP11-37N22.1
ENSG00000230699.2	RP11-54O7.1
ENSG00000162551.9	ALPL
ENSG00000157131.10	C8A
ENSG00000225813.1	AC009299.4
ENSG00000243969.1	RP11-439C8.1
ENSG00000169605.5	GKN1
ENSG00000241494.1	RP11-796G6.1
ENSG00000149090.7	PAMR1
ENSG00000228601.1	RPL39P
ENSG00000166598.8	HSP90B1
ENSG00000172971.7	UNC93B3
ENSG00000254837.1	AP001372.2
ENSG00000122644.8	ARL4A
ENSG00000241749.3	RPSAP52
ENSG00000074071.9	MRPS34
ENSG00000173276.9	ZBTB21
ENSG00000262959.2	LA16c-321D4.1
ENSG00000120694.15	HSPH1
ENSG00000115363.9	EVA1A
ENSG00000167759.8	KLK13
ENSG00000168434.8	COG7
ENSG00000225096.1	XXbac-BPG55C20.7
ENSG00000117461.10	PIK3R3
ENSG00000157869.10	RAB28
ENSG00000255327.1	RP11-555G19.1
ENSG00000136021.13	SCYL2
ENSG00000163993.6	S100P
ENSG00000107863.12	ARHGAP21
ENSG00000212724.2	KRTAP2-3
ENSG00000099942.8	CRKL
ENSG00000248636.2	RP11-768F21.1
ENSG00000131748.11	STARD3
ENSG00000106013.8	ANKRD7
ENSG00000198858.5	R3HDM4
ENSG00000251183.1	AC091962.3
ENSG00000187686.4	KRT18P59
ENSG00000158887.11	MPZ
ENSG00000182224.7	CYB5D1
ENSG00000115760.9	BIRC6
ENSG00000251361.1	CTD-2091N23.1
ENSG00000137473.13	TTC29
ENSG00000112078.9	KCTD20
ENSG00000196504.11	PRPF40A
ENSG00000181649.5	PHLDA2
ENSG00000137875.4	BCL2L10
ENSG00000177150.8	FAM210A
ENSG00000160703.11	NLRX1
ENSG00000179476.3	C14orf28
ENSG00000139180.6	NDUFA9
ENSG00000273193.1	RP11-523G9.3
ENSG00000204941.9	PSG5
ENSG00000173208.3	ABCD2
ENSG00000235036.3	RP5-1099D15.1
ENSG00000107957.12	SH3PXD2A
ENSG00000170962.8	PDGFD
ENSG00000149016.11	TUT1
ENSG00000079134.7	THOC1
ENSG00000249816.2	LINC00964
ENSG00000246095.2	AC006445.8
ENSG00000178878.8	APOLD1
ENSG00000153802.7	TMPRSS11D
ENSG00000213300.4	HNRNPA3P6
ENSG00000272695.1	GAS6-AS2
ENSG00000138347.11	MYPN
ENSG00000174996.7	KLC2
ENSG00000242992.2	FTH1P4
ENSG00000008323.11	PLEKHG6
ENSG00000272057.1	CTB-40H15.4
ENSG00000135622.8	SEMA4F
ENSG00000235272.1	FAM103A2P
ENSG00000170961.6	HAS2
ENSG00000224646.2	AC007387.2
ENSG00000172602.5	RND1
ENSG00000173166.13	RAPH1
ENSG00000270781.1	RP11-501C14.9
ENSG00000237679.2	VDAC1P11
ENSG00000227517.2	AC003051.1
ENSG00000171509.11	RXFP1
ENSG00000134057.10	CCNB1
ENSG00000251676.1	RP11-614F17.2
ENSG00000183091.15	NEB
ENSG00000165943.4	MOAP1
ENSG00000229771.1	RP4-644L1.2
ENSG00000212993.3	POU5F1B
ENSG00000227706.3	RP11-301G19.1
ENSG00000225519.1	RP11-236B18.2
ENSG00000163746.7	PLSCR2
ENSG00000197233.7	OR1J2
ENSG00000078081.3	LAMP3
ENSG00000223930.1	RP11-33A14.1
ENSG00000197714.4	ZNF460
ENSG00000231924.5	PSG1
ENSG00000156671.8	SAMD8
ENSG00000123094.11	RASSF8
ENSG00000184374.2	COLEC10
ENSG00000120594.12	PLXDC2
ENSG00000258773.1	RP11-255M2.2
ENSG00000244038.5	DDOST
ENSG00000260597.1	AC012531.25
ENSG00000259450.1	RP11-265N7.1
ENSG00000257879.1	RP11-90C1.1
ENSG00000168955.3	TM4SF20
ENSG00000271888.1	RP11-560J1.2
ENSG00000155657.19	TTN
ENSG00000158859.9	ADAMTS4
ENSG00000120875.4	DUSP4
ENSG00000090932.6	DLL3
ENSG00000170364.8	SETMAR
ENSG00000129282.8	MRM1
ENSG00000234917.1	RP5-994D16.3
ENSG00000100206.5	DMC1
ENSG00000100226.11	GTPBP1
ENSG00000236819.1	AC087393.1
ENSG00000226992.1	AC144525.1
ENSG00000099337.3	KCNK6
ENSG00000263829.1	FAM60BP
ENSG00000092445.7	TYRO3
ENSG00000138675.12	FGF5
ENSG00000146677.6	AC004453.8
ENSG00000122140.6	MRPS2
ENSG00000239590.1	OR1J4
ENSG00000261480.1	RP11-578F21.6
ENSG00000185306.8	C12orf56
ENSG00000267242.1	AC069278.4
ENSG00000170396.6	ZNF804A
ENSG00000257242.2	C12orf79
ENSG00000249264.1	EEF1A1P9
ENSG00000141179.9	PCTP
ENSG00000111716.8	LDHB
ENSG00000107984.5	DKK1
ENSG00000131738.5	KRT33B
ENSG00000229373.4	LINC00452
ENSG00000204362.5	RP11-380J14.1
ENSG00000234520.1	AC018464.3
ENSG00000236453.1	AC003092.1
ENSG00000258082.1	RP11-443B7.3
ENSG00000099822.2	HCN2
ENSG00000171224.7	C10orf35
ENSG00000121988.13	ZRANB3
ENSG00000221852.4	KRTAP1-5
ENSG00000224520.2	KRT8P45
ENSG00000117758.9	STX12
ENSG00000196498.9	NCOR2
ENSG00000144158.4	RP11-395L14.17
ENSG00000143520.6	FLG2
ENSG00000205549.4	C9orf92
ENSG00000221914.4	PPP2R2A
ENSG00000004776.7	HSPB6
ENSG00000257956.1	RP11-359M6.3
ENSG00000248515.1	RP11-608O21.1
ENSG00000177889.5	UBE2N
ENSG00000164674.11	SYTL3
ENSG00000259907.1	RP6-91H8.2
ENSG00000085449.10	WDFY1
ENSG00000100344.6	PNPLA3
ENSG00000234215.2	RP5-942I16.1
ENSG00000198597.4	ZNF536
ENSG00000229991.1	AKR1B1P1
ENSG00000255282.2	WTAPP1
ENSG00000100311.12	PDGFB
ENSG00000257496.1	RP11-474P2.4
ENSG00000176248.7	ANAPC2
ENSG00000119917.9	IFIT3
ENSG00000181072.7	CHRM2
ENSG00000062194.11	GPBP1
ENSG00000254717.2	GLYATL1P2
ENSG00000267857.1	PRED58
ENSG00000158292.6	GPR153
ENSG00000142619.4	PADI3
ENSG00000131931.4	THAP1
ENSG00000105737.5	GRIK5
ENSG00000164483.12	SAMD3
ENSG00000137038.7	TMEM261
ENSG00000188581.8	KRTAP1-1
ENSG00000260895.1	RP11-554A11.7
ENSG00000117036.7	ETV3
ENSG00000164091.7	WDR82
ENSG00000145425.5	RPS3A
ENSG00000261970.1	RP11-342L8.2
ENSG00000248401.2	RP11-576N17.3
ENSG00000070367.11	EXOC5
ENSG00000268746.1	CTD-2571L23.8
ENSG00000100784.5	RPS6KA5
ENSG00000237857.2	RP11-435O5.2
ENSG00000173588.10	CCDC41
ENSG00000164169.8	PRMT10
ENSG00000078369.13	GNB1
ENSG00000255325.2	RP11-96B2.1
ENSG00000271428.1	RP1-224A6.8
ENSG00000198283.2	OR5B21
ENSG00000234241.1	RP4-775C13.1
ENSG00000113532.8	ST8SIA4
ENSG00000174437.12	ATP2A2
ENSG00000196782.8	MAML3
ENSG00000270307.1	MTATP6P2
ENSG00000236111.4	RP11-630I5.1
ENSG00000145700.5	ANKRD31
ENSG00000185842.10	DNAH14
ENSG00000187094.7	CCK
ENSG00000188783.5	PRELP
ENSG00000147684.3	NDUFB9
ENSG00000104635.9	SLC39A14
ENSG00000148082.5	SHC3
ENSG00000171049.8	FPR2
ENSG00000213275.2	IFITM9P
ENSG00000170473.12	WIBG
ENSG00000170365.5	SMAD1
ENSG00000223811.1	RP11-437J19.1
ENSG00000204262.7	COL5A2
ENSG00000160471.8	COX6B2
ENSG00000163092.15	XIRP2
ENSG00000168795.4	ZBTB5
ENSG00000119318.8	RAD23B
ENSG00000104881.10	PPP1R13L
ENSG00000088826.13	SMOX
ENSG00000165300.6	SLITRK5
ENSG00000125149.7	C16orf70
ENSG00000183735.5	TBK1
ENSG00000141086.13	CTRL
ENSG00000171360.3	KRT38
ENSG00000145191.7	EIF2B5
ENSG00000188931.3	C1orf192
ENSG00000173894.6	CBX2
ENSG00000110367.7	DDX6
ENSG00000060971.13	ACAA1
ENSG00000157954.10	WIPI2
ENSG00000109920.8	FNBP4
ENSG00000233090.1	AC015922.7
ENSG00000138032.16	PPM1B
ENSG00000159208.11	C1orf51
ENSG00000111536.4	IL26
ENSG00000106571.8	GLI3
ENSG00000205765.4	C5orf51
ENSG00000137393.8	RNF144B
ENSG00000183032.6	SLC25A21
ENSG00000262814.2	MRPL12
ENSG00000164975.11	SNAPC3
ENSG00000099875.10	MKNK2
ENSG00000181751.5	C5orf30
ENSG00000189149.7	CRYM-AS1
ENSG00000183864.4	TOB2
ENSG00000160094.10	ZNF362
ENSG00000215014.3	AL645728.1
ENSG00000169688.10	MT1B
ENSG00000224569.3	RP11-341G5.2
ENSG00000183765.16	CHEK2
ENSG00000251273.1	RP11-549K20.1
ENSG00000075188.4	NUP37
ENSG00000116754.9	SRSF11
ENSG00000184986.6	TMEM121
ENSG00000206043.6	C18orf63
ENSG00000129911.4	KLF16
ENSG00000230519.2	RP11-1060J15.5
ENSG00000196083.5	IL1RAP
ENSG00000219039.2	AC005102.1
ENSG00000118046.10	STK11
ENSG00000214546.3	AC087491.2
ENSG00000119608.8	PROX2
ENSG00000232285.1	TCEB2P3
ENSG00000261303.1	RP11-160C18.2
ENSG00000198844.6	ARHGEF15
ENSG00000264490.2	WI2-87327B8.1
ENSG00000166483.6	WEE1
ENSG00000141378.13	PTRH2
ENSG00000215840.3	RP11-122G18.7
ENSG00000266385.1	RP11-227G15.8
ENSG00000153310.14	FAM49B
ENSG00000163681.10	SLMAP
ENSG00000260137.1	RP11-258F22.2
ENSG00000179523.4	EIF3J-AS1
ENSG00000254512.1	RP11-472I20.2
ENSG00000135222.6	CSN2
ENSG00000119630.9	PGF
ENSG00000133678.9	TMEM254
ENSG00000105723.7	GSK3A
ENSG00000065361.10	ERBB3
ENSG00000108821.9	COL1A1
ENSG00000124701.5	APOBEC2
ENSG00000236425.1	AC090018.1
ENSG00000137522.13	RNF121
ENSG00000197057.4	DTHD1
ENSG00000261280.2	CTD-3105H18.13
ENSG00000148204.7	CRB2
ENSG00000066735.10	KIF26A
ENSG00000135451.8	TROAP
ENSG00000220842.5	RP11-572P18.1
ENSG00000132329.6	RAMP1
ENSG00000186297.7	GABRA5
ENSG00000137815.10	RTF1
ENSG00000249092.1	CTD-2325A15.3
ENSG00000249485.1	RBBP4P1
ENSG00000226374.1	RP13-614K11.2
ENSG00000170348.4	TMED10
ENSG00000184945.9	AQP12A
ENSG00000198353.6	HOXC4
ENSG00000082641.11	NFE2L1
ENSG00000130147.11	SH3BP4
ENSG00000271443.1	RP11-541E12.1
ENSG00000250710.3	OR7E99P
ENSG00000169704.4	GP9
ENSG00000102898.7	NUTF2
ENSG00000213759.4	UGT2B11
ENSG00000253891.1	RP11-203E8.1
ENSG00000128609.10	NDUFA5
ENSG00000178162.4	AC140481.1
ENSG00000223715.1	RP11-71G7.1
ENSG00000233012.2	HDAC1P2
ENSG00000239246.2	RP11-464D20.2
ENSG00000063244.8	U2AF2
ENSG00000240003.2	CTD-2015H6.1
ENSG00000084234.12	APLP2
ENSG00000259737.2	RP11-475A13.1
ENSG00000231252.1	RP11-436K8.1
ENSG00000130700.6	GATA5
ENSG00000056097.11	ZFR
ENSG00000120440.9	TTLL2
ENSG00000240776.1	RP11-435F17.1
ENSG00000185610.6	DBX2
ENSG00000015479.13	MATR3
ENSG00000198400.7	NTRK1
ENSG00000125652.3	ALKBH7
ENSG00000156427.7	FGF18
ENSG00000104879.4	CKM
ENSG00000267034.1	RP11-384O8.1
ENSG00000262096.1	PCDHB19P
ENSG00000253734.1	RP11-579E24.1
ENSG00000133636.6	NTS
ENSG00000145041.11	VPRBP
ENSG00000214413.3	BBIP1
ENSG00000177943.9	MAMDC4
ENSG00000230906.2	AC023115.1
ENSG00000099995.14	SF3A1
ENSG00000094916.9	CBX5
ENSG00000130477.10	UNC13A
ENSG00000143889.11	HNRNPLL
ENSG00000249771.1	RP11-457P14.5
ENSG00000197506.6	SLC28A3
ENSG00000185168.5	LINC00482
ENSG00000180938.5	ZNF572
ENSG00000249430.1	CTD-2231H16.1
ENSG00000213185.2	FAM24B
ENSG00000251259.1	AC004069.2
ENSG00000077150.13	NFKB2
ENSG00000132688.10	NES
ENSG00000165556.9	CDX2
ENSG00000103018.12	CYB5B
ENSG00000176973.7	FAM89B
ENSG00000138798.7	EGF
ENSG00000169744.8	LDB2
ENSG00000120457.7	KCNJ5
ENSG00000187980.6	PLA2G2C
ENSG00000170075.8	GPR37L1
ENSG00000168497.4	SDPR
ENSG00000151500.10	THYN1
ENSG00000182271.8	TMIGD1
ENSG00000185559.9	DLK1
ENSG00000188342.7	GTF2F2
ENSG00000151322.14	NPAS3
ENSG00000171495.12	MROH2B
ENSG00000228804.1	RP11-211G3.3
ENSG00000258754.3	CTD-3049M7.1
ENSG00000114120.7	SLC25A36
ENSG00000259004.1	RP11-8L8.2
ENSG00000162775.10	RBM15
ENSG00000162139.5	NEU3
ENSG00000223658.5	AC011242.6
ENSG00000115297.9	TLX2
ENSG00000231574.1	RP11-91K9.1
ENSG00000099783.7	HNRNPM
ENSG00000259478.2	RP11-753A21.1
ENSG00000204794.6	PGM5P1
ENSG00000223657.2	KRT8P51
ENSG00000239305.2	RNF103
ENSG00000269155.1	AL009178.1
ENSG00000162924.9	REL
ENSG00000204983.8	PRSS1
ENSG00000129757.8	CDKN1C
ENSG00000119280.12	C1orf198
ENSG00000251209.3	LINC00923
ENSG00000141026.4	MED9
ENSG00000125831.5	CST11
ENSG00000197353.3	LYPD2
ENSG00000263731.1	RP11-498C9.15
ENSG00000008196.8	TFAP2B
ENSG00000253459.3	AL139099.1
ENSG00000174279.4	EVX2
ENSG00000266288.1	CTD-3096M3.2
ENSG00000166897.10	ELFN2
ENSG00000152137.2	HSPB8
ENSG00000186106.7	ANKRD46
ENSG00000137842.2	TMEM62
ENSG00000142515.10	KLK3
ENSG00000238099.1	RP11-12A2.3
ENSG00000219682.3	RP3-425P12.4
ENSG00000265265.1	RP11-822E23.7
ENSG00000111490.8	TBC1D30
ENSG00000228778.1	RP11-129J12.1
ENSG00000117425.9	PTCH2
ENSG00000266312.1	RP11-111H3.3
ENSG00000135316.13	SYNCRIP
ENSG00000188993.3	LRRC66
ENSG00000110171.14	TRIM3
ENSG00000136518.12	ACTL6A
ENSG00000260977.1	RP11-333I13.1
ENSG00000237721.1	AF064858.11
ENSG00000250510.3	GPR162
ENSG00000176261.11	ZBTB8OS
ENSG00000166579.11	NDEL1
ENSG00000220920.1	RP3-525L6.2
ENSG00000258613.1	RPL21P7
ENSG00000177463.11	NR2C2
ENSG00000158882.8	TOMM40L
ENSG00000198876.8	DCAF12
ENSG00000162290.12	DCP1A
ENSG00000177673.2	C2orf57
ENSG00000153487.11	ING1
ENSG00000259524.1	RP11-461F11.1
ENSG00000150764.9	DIXDC1
ENSG00000184113.8	CLDN5
ENSG00000260101.1	RP11-568N6.1
ENSG00000178473.5	UCN3
ENSG00000227080.2	CTD-2021A8.3
ENSG00000259582.2	RP11-461F11.3
ENSG00000219159.3	AC011298.2
ENSG00000115839.13	RAB3GAP1
ENSG00000225790.1	RP11-2L8.1
ENSG00000232374.4	GPR79
ENSG00000267741.1	UBE2L4
ENSG00000156959.7	LHFPL4
ENSG00000102524.7	TNFSF13B
ENSG00000187024.9	PTRH1
ENSG00000178585.10	CTNNBIP1
ENSG00000168734.9	PKIG
ENSG00000062822.8	POLD1
ENSG00000189001.6	SBSN
ENSG00000224747.1	AP001065.7
ENSG00000256683.2	ZNF350
ENSG00000229700.1	RP1-130G2.1
ENSG00000188508.6	KRTDAP
ENSG00000142192.16	APP
ENSG00000105427.5	CNFN
ENSG00000177721.3	ANXA2R
ENSG00000223431.1	MTND6P21
ENSG00000070601.5	FRMPD1
ENSG00000154025.11	SLC5A10
ENSG00000155886.7	SLC24A2
ENSG00000204435.9	CSNK2B
ENSG00000257507.1	RP11-956E11.1
ENSG00000006555.6	TTC22
ENSG00000196684.8	HSH2D
ENSG00000205581.6	HMGN1
ENSG00000167800.9	TBX10
ENSG00000167791.7	CABP2
ENSG00000204613.6	TRIM10
ENSG00000171877.15	FRMD5
ENSG00000253541.1	SEPT10P1
ENSG00000010327.6	STAB1
ENSG00000265980.1	CTD-2515C13.2
ENSG00000213140.3	ELK2AP
ENSG00000229133.1	RPS7P4
ENSG00000262714.1	RP11-44F14.8
ENSG00000205312.4	AC022596.2
ENSG00000260808.1	CTD-2007L18.5
ENSG00000265121.1	RP11-285E9.5
ENSG00000188060.6	RAB42
ENSG00000181867.1	FTMT
ENSG00000258590.1	NBEAP1
ENSG00000212900.1	KRTAP3-2
ENSG00000271046.1	RP11-138I18.2
ENSG00000213262.3	AL365331.2
ENSG00000135940.2	COX5B
ENSG00000232555.1	AC104088.1
ENSG00000234667.1	ACTBP13
ENSG00000173868.7	PHOSPHO1
